task,prompt,gt,pred,raw_response,correct,accuracy
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the bicycle in the image provided, where is the person (annotated by the red box) located with respect to the bicycle? Select from the following choices.
(A) above
(B) below",A,B,(B) below,False,66.64012738853503
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the tennis racket and the sports ball in the image provided, where is the tennis racket located with respect to the sports ball? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.66666666666666
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the handbag (annotated by the red box) and the bicycle in the image provided, where is the handbag (annotated by the red box) located with respect to the bicycle? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.69316375198729
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the truck in the image provided, where is the car (annotated by the red box) located with respect to the truck? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,66.64019062748213
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the knife (annotated by the red box) and the cup in the image provided, where is the knife (annotated by the red box) located with respect to the cup? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.66666666666666
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the knife in the image provided, where is the bottle (annotated by the red box) located with respect to the knife? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.61379857256145
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the wine glass (annotated by the red box) and the cat in the image provided, where is the wine glass (annotated by the red box) located with respect to the cat? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.64025356576863
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the frisbee in the image provided, where is the person (annotated by the red box) located with respect to the frisbee? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.66666666666666
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the kite in the image provided, where is the person located with respect to the kite? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.69303797468355
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the elephant and the dog in the image provided, where is the elephant located with respect to the dog? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.71936758893281
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the train in the image provided, where is the car (annotated by the red box) located with respect to the train? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.74565560821485
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the bottle in the image provided, where is the person (annotated by the red box) located with respect to the bottle? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.69297553275455
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the traffic light (annotated by the red box) and the fire hydrant in the image provided, where is the traffic light (annotated by the red box) located with respect to the fire hydrant? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.6403785488959
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the knife and the fork in the image provided, where is the knife located with respect to the fork? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.66666666666666
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the handbag (annotated by the red box) and the dog in the image provided, where is the handbag (annotated by the red box) located with respect to the dog? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.69291338582677
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the truck in the image provided, where is the person (annotated by the red box) located with respect to the truck? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.71911880409127
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the vase (annotated by the red box) and the bed in the image provided, where is the vase (annotated by the red box) located with respect to the bed? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.74528301886792
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the bus in the image provided, where is the car (annotated by the red box) located with respect to the bus? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.77140612725844
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the fork in the image provided, where is the bottle (annotated by the red box) located with respect to the fork? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.79748822605966
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the tennis racket and the tie in the image provided, where is the tennis racket located with respect to the tie? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.82352941176471
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the dog in the image provided, where is the person located with respect to the dog? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.84952978056427
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bear and the bird in the image provided, where is the bear located with respect to the bird? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.79718089271731
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the handbag and the clock in the image provided, where is the handbag located with respect to the clock? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.82316118935837
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the cow (annotated by the red box) and the clock in the image provided, where is the cow (annotated by the red box) located with respect to the clock? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.8491008600469
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the book (annotated by the red box) and the remote in the image provided, where is the book (annotated by the red box) located with respect to the remote? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.796875
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the frisbee (annotated by the red box) and the bottle in the image provided, where is the frisbee (annotated by the red box) located with respect to the bottle? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,66.7447306791569
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the traffic light in the image provided, where is the person (annotated by the red box) located with respect to the traffic light? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.77067082683308
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the bus in the image provided, where is the person (annotated by the red box) located with respect to the bus? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.79657053780203
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the traffic light and the train in the image provided, where is the traffic light located with respect to the train? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,66.74454828660437
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the wine glass in the image provided, where is the bottle (annotated by the red box) located with respect to the wine glass? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.69260700389104
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the backpack (annotated by the red box) and the truck in the image provided, where is the backpack (annotated by the red box) located with respect to the truck? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.7185069984448
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the sports ball in the image provided, where is the person (annotated by the red box) located with respect to the sports ball? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.66666666666666
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the bus in the image provided, where is the car (annotated by the red box) located with respect to the bus? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.69254658385093
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the tv (annotated by the red box) and the suitcase in the image provided, where is the tv (annotated by the red box) located with respect to the suitcase? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.71838634600465
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the spoon and the cup in the image provided, where is the spoon located with respect to the cup? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.74418604651163
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the kite in the image provided, where is the person (annotated by the red box) located with respect to the kite? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.7699457784663
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the chair in the image provided, where is the person located with respect to the chair? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.79566563467493
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the microwave and the clock in the image provided, where is the microwave located with respect to the clock? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.8213457076566
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the train in the image provided, where is the car (annotated by the red box) located with respect to the train? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.84698608964452
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the tv and the person in the image provided, where is the tv located with respect to the person? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.87258687258687
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the wine glass (annotated by the red box) and the dining table in the image provided, where is the wine glass (annotated by the red box) located with respect to the dining table? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.89814814814815
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the dog in the image provided, where is the person located with respect to the dog? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.9236700077101
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the truck (annotated by the red box) and the person in the image provided, where is the truck (annotated by the red box) located with respect to the person? Select from the following choices.
(A) left
(B) right",B,A,(A) left,False,66.87211093990754
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the toilet in the image provided, where is the bottle (annotated by the red box) located with respect to the toilet? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.89761354888375
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bus (annotated by the red box) and the suitcase in the image provided, where is the bus (annotated by the red box) located with respect to the suitcase? Select from the following choices.
(A) left
(B) right",B,A,(A) left,False,66.84615384615384
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the bed in the image provided, where is the person (annotated by the red box) located with respect to the bed? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.79477325134512
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bench and the train in the image provided, where is the bench located with respect to the train? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.82027649769586
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bird (annotated by the red box) and the boat in the image provided, where is the bird (annotated by the red box) located with respect to the boat? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.84574059861858
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the umbrella (annotated by the red box) and the bird in the image provided, where is the umbrella (annotated by the red box) located with respect to the bird? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,66.87116564417178
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sheep (annotated by the red box) and the stop sign in the image provided, where is the sheep (annotated by the red box) located with respect to the stop sign? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.89655172413794
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the car in the image provided, where is the person (annotated by the red box) located with respect to the car? Select from the following choices.
(A) above
(B) below",A,B,(B) below,False,66.84532924961715
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the boat in the image provided, where is the person (annotated by the red box) located with respect to the boat? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.87069625095639
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the potted plant (annotated by the red box) and the book in the image provided, where is the potted plant (annotated by the red box) located with respect to the book? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.89602446483181
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the book (annotated by the red box) and the cat in the image provided, where is the book (annotated by the red box) located with respect to the cat? Select from the following choices.
(A) left
(B) right",B,A,(A) left,False,66.84491978609626
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the umbrella and the car in the image provided, where is the umbrella located with respect to the car? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.87022900763358
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the keyboard and the tv in the image provided, where is the keyboard located with respect to the tv? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.89549961861174
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the motorcycle in the image provided, where is the person (annotated by the red box) located with respect to the motorcycle? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.92073170731707
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the traffic light (annotated by the red box) and the parking meter in the image provided, where is the traffic light (annotated by the red box) located with respect to the parking meter? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.94592536176694
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the knife (annotated by the red box) and the cake in the image provided, where is the knife (annotated by the red box) located with respect to the cake? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,66.89497716894978
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the tennis racket in the image provided, where is the person (annotated by the red box) located with respect to the tennis racket? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.92015209125475
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the pizza (annotated by the red box) and the hot dog in the image provided, where is the pizza (annotated by the red box) located with respect to the hot dog? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,66.94528875379939
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the truck (annotated by the red box) and the airplane in the image provided, where is the truck (annotated by the red box) located with respect to the airplane? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,66.97038724373576
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bus and the book in the image provided, where is the bus located with respect to the book? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,66.99544764795145
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the chair and the suitcase in the image provided, where is the chair located with respect to the suitcase? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.02047005307051
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the remote in the image provided, where is the bottle (annotated by the red box) located with respect to the remote? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.04545454545455
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the knife and the carrot in the image provided, where is the knife located with respect to the carrot? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.07040121120363
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sheep and the horse in the image provided, where is the sheep located with respect to the horse? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.09531013615734
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bus (annotated by the red box) and the truck in the image provided, where is the bus (annotated by the red box) located with respect to the truck? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.12018140589569
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the spoon and the clock in the image provided, where is the spoon located with respect to the clock? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.14501510574019
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sports ball and the baseball bat in the image provided, where is the sports ball located with respect to the baseball bat? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.16981132075472
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bowl (annotated by the red box) and the broccoli in the image provided, where is the bowl (annotated by the red box) located with respect to the broccoli? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.11915535444946
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the pizza and the fork in the image provided, where is the pizza located with respect to the fork? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.06857573474001
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the umbrella and the handbag in the image provided, where is the umbrella located with respect to the handbag? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.0933734939759
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the chair (annotated by the red box) and the kite in the image provided, where is the chair (annotated by the red box) located with respect to the kite? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.11813393528969
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the suitcase in the image provided, where is the person (annotated by the red box) located with respect to the suitcase? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.14285714285714
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the car in the image provided, where is the person (annotated by the red box) located with respect to the car? Select from the following choices.
(A) left
(B) right",B,A,(A) left,False,67.0924117205109
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the dog (annotated by the red box) and the umbrella in the image provided, where is the dog (annotated by the red box) located with respect to the umbrella? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.11711711711712
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the toilet in the image provided, where is the person located with respect to the toilet? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.1417854463616
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bowl and the truck in the image provided, where is the bowl located with respect to the truck? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.1664167916042
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the couch (annotated by the red box) and the potted plant in the image provided, where is the couch (annotated by the red box) located with respect to the potted plant? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.11610486891387
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sandwich and the person in the image provided, where is the sandwich located with respect to the person? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.14071856287424
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the pizza and the fork in the image provided, where is the pizza located with respect to the fork? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.16529543754675
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bowl (annotated by the red box) and the sink in the image provided, where is the bowl (annotated by the red box) located with respect to the sink? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.1898355754858
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the umbrella (annotated by the red box) and the chair in the image provided, where is the umbrella (annotated by the red box) located with respect to the chair? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.1396564600448
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the remote (annotated by the red box) and the laptop in the image provided, where is the remote (annotated by the red box) located with respect to the laptop? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.16417910447761
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sandwich (annotated by the red box) and the carrot in the image provided, where is the sandwich (annotated by the red box) located with respect to the carrot? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.18866517524236
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the handbag (annotated by the red box) and the traffic light in the image provided, where is the handbag (annotated by the red box) located with respect to the traffic light? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.21311475409836
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the tie in the image provided, where is the person (annotated by the red box) located with respect to the tie? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.16306775874908
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the chair (annotated by the red box) and the book in the image provided, where is the chair (annotated by the red box) located with respect to the book? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.1875
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the backpack in the image provided, where is the person (annotated by the red box) located with respect to the backpack? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.21189591078067
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the horse in the image provided, where is the person (annotated by the red box) located with respect to the horse? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.23625557206539
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the mouse (annotated by the red box) and the potted plant in the image provided, where is the mouse (annotated by the red box) located with respect to the potted plant? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.18634001484781
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the cup (annotated by the red box) and the dog in the image provided, where is the cup (annotated by the red box) located with respect to the dog? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.2106824925816
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the oven and the bowl in the image provided, where is the oven located with respect to the bowl? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.23498888065234
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the wine glass (annotated by the red box) and the cake in the image provided, where is the wine glass (annotated by the red box) located with respect to the cake? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.25925925925927
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bed and the chair in the image provided, where is the bed located with respect to the chair? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.28349370836418
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the chair (annotated by the red box) and the tennis racket in the image provided, where is the chair (annotated by the red box) located with respect to the tennis racket? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,67.23372781065089
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the tv in the image provided, where is the person located with respect to the tv? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.2579453067258
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the sports ball in the image provided, where is the person (annotated by the red box) located with respect to the sports ball? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,67.20827178729691
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the potted plant (annotated by the red box) and the cat in the image provided, where is the potted plant (annotated by the red box) located with respect to the cat? Select from the following choices.
(A) above
(B) below",A,B,(B) below,False,67.15867158671587
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the teddy bear (annotated by the red box) and the person in the image provided, where is the teddy bear (annotated by the red box) located with respect to the person? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.10914454277285
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the car (annotated by the red box) and the snowboard in the image provided, where is the car (annotated by the red box) located with respect to the snowboard? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.13338246131173
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bottle (annotated by the red box) and the refrigerator in the image provided, where is the bottle (annotated by the red box) located with respect to the refrigerator? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.15758468335787
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the book (annotated by the red box) and the tv in the image provided, where is the book (annotated by the red box) located with respect to the tv? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.10816777041943
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the banana (annotated by the red box) and the orange in the image provided, where is the banana (annotated by the red box) located with respect to the orange? Select from the following choices.
(A) left
(B) right",A,A,(A) left,True,67.13235294117646
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the donut (annotated by the red box) and the car in the image provided, where is the donut (annotated by the red box) located with respect to the car? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,67.08302718589273
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bowl (annotated by the red box) and the cup in the image provided, where is the bowl (annotated by the red box) located with respect to the cup? Select from the following choices.
(A) left
(B) right",A,B,(B) right,False,67.03377386196769
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the cup (annotated by the red box) and the bottle in the image provided, where is the cup (annotated by the red box) located with respect to the bottle? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.05796038151138
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person and the frisbee in the image provided, where is the person located with respect to the frisbee? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,67.00879765395894
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the bird and the boat in the image provided, where is the bird located with respect to the boat? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.03296703296702
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the donut (annotated by the red box) and the person in the image provided, where is the donut (annotated by the red box) located with respect to the person? Select from the following choices.
(A) above
(B) below",B,A,(A) above,False,66.98389458272328
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sports ball and the person in the image provided, where is the sports ball located with respect to the person? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.0080468178493
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the boat and the potted plant in the image provided, where is the boat located with respect to the potted plant? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.03216374269006
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the oven (annotated by the red box) and the microwave in the image provided, where is the oven (annotated by the red box) located with respect to the microwave? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.05624543462382
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the cell phone and the bottle in the image provided, where is the cell phone located with respect to the bottle? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.08029197080292
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the person (annotated by the red box) and the teddy bear in the image provided, where is the person (annotated by the red box) located with respect to the teddy bear? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.10430342815464
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the umbrella and the bench in the image provided, where is the umbrella located with respect to the bench? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.12827988338192
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the banana (annotated by the red box) and the spoon in the image provided, where is the banana (annotated by the red box) located with respect to the spoon? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.15222141296431
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the sink and the hair drier in the image provided, where is the sink located with respect to the hair drier? Select from the following choices.
(A) above
(B) below",B,B,(B) below,True,67.17612809315867
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the knife (annotated by the red box) and the pizza in the image provided, where is the knife (annotated by the red box) located with respect to the pizza? Select from the following choices.
(A) above
(B) below",A,A,(A) above,True,67.2
Relation,"Please answer only the option as (<option>), without any extra explanation.
Considering the relative positions of the fork and the cup in the image provided, where is the fork located with respect to the cup? Select from the following choices.
(A) left
(B) right",B,B,(B) right,True,67.22383720930233
